Patent ID,Title,Publication Date,Result Link
US-11599998-B2,"Machine learning systems and methods for assessment, healing prediction, and treatment of wounds ",2023-03-07,https://patents.google.com/patent/US11599998B2/en
US-11948300-B2,"Machine learning systems and methods for assessment, healing prediction, and treatment of wounds ",2024-04-02,https://patents.google.com/patent/US11948300B2/en
US-10658076-B2,"System and method for increasing efficiency of medical laboratory data interpretation, real time clinical decision support, and patient communications ",2020-05-19,https://patents.google.com/patent/US10658076B2/en
US-10839578-B2,"Artificial-intelligence enhanced visualization of non-invasive, minimally-invasive and surgical aesthetic medical procedures ",2020-11-17,https://patents.google.com/patent/US10839578B2/en
US-11854683-B2,"Patient-specific medical procedures and devices, and associated systems and methods ",2023-12-26,https://patents.google.com/patent/US11854683B2/en
US-11961624-B2,"Augmenting clinical intelligence with federated learning, imaging analytics and outcomes decision support ",2024-04-16,https://patents.google.com/patent/US11961624B2/en
US-11393229-B2,Method and system for artificial intelligence based medical image segmentation ,2022-07-19,https://patents.google.com/patent/US11393229B2/en
US-11741365-B2,Generalizable and interpretable deep learning framework for predicting MSI from histopathology slide images ,2023-08-29,https://patents.google.com/patent/US11741365B2/en
US-8719197-B2,Data classification using machine learning techniques ,2014-05-06,https://patents.google.com/patent/US8719197B2/en
US-11074687-B2,Deep convolutional neural network with self-transfer learning ,2021-07-27,https://patents.google.com/patent/US11074687B2/en
US-11615873-B2,Deep learning based dosed prediction for treatment planning and quality assurance in radiation therapy ,2023-03-28,https://patents.google.com/patent/US11615873B2/en
US-11955223-B2,"System and method for using artificial intelligence and machine learning to provide an enhanced user interface presenting data pertaining to cardiac health, bariatric health, pulmonary health, and/or cardio-oncologic health for the purpose of performing preventative actions ",2024-04-09,https://patents.google.com/patent/US11955223B2/en
US-9336306-B2,Automatic evaluation and improvement of ontologies for natural language processing tasks ,2016-05-10,https://patents.google.com/patent/US9336306B2/en
US-11298017-B2,Medical analysis system ,2022-04-12,https://patents.google.com/patent/US11298017B2/en
US-11177025-B2,Intelligent recommendation of useful medical actions ,2021-11-16,https://patents.google.com/patent/US11177025B2/en
US-11837354-B2,Contrast-agent-free medical diagnostic imaging ,2023-12-05,https://patents.google.com/patent/US11837354B2/en
US-10867011-B2,Medical image identification and interpretation ,2020-12-15,https://patents.google.com/patent/US10867011B2/en
US-11636601-B2,Processing fundus images using machine learning models ,2023-04-25,https://patents.google.com/patent/US11636601B2/en
US-11623102-B2,Wearable defibrillation apparatus configured to apply a machine learning algorithm ,2023-04-11,https://patents.google.com/patent/US11623102B2/en
US-11379634-B2,System and method for safety analysis of failure behavior ,2022-07-05,https://patents.google.com/patent/US11379634B2/en
US-11756209-B2,Method and apparatus for automated target and tissue segmentation using multi-modal imaging and ensemble machine learning models ,2023-09-12,https://patents.google.com/patent/US11756209B2/en
US-11676701-B2,Systems and methods for automated medical image analysis ,2023-06-13,https://patents.google.com/patent/US11676701B2/en
US-11069036-B1,Method and system for real-time and offline de-identification of facial regions from regular and occluded color video streams obtained during diagnostic medical procedures ,2021-07-20,https://patents.google.com/patent/US11069036B1/en
US-11928859-B2,Automated image analysis for diagnosing a medical condition ,2024-03-12,https://patents.google.com/patent/US11928859B2/en
US-10984529-B2,Systems and methods for automated medical image annotation ,2021-04-20,https://patents.google.com/patent/US10984529B2/en
US-10943682-B2,Video used to automatically populate a postoperative report ,2021-03-09,https://patents.google.com/patent/US10943682B2/en
US-11769207-B2,Video used to automatically populate a postoperative report ,2023-09-26,https://patents.google.com/patent/US11769207B2/en
US-10592386-B2,Fully automated machine learning system which generates and optimizes solutions given a dataset and a desired outcome ,2020-03-17,https://patents.google.com/patent/US10592386B2/en
US-9928342-B1,"System, medical item including RFID chip, server and method for capturing medical data ",2018-03-27,https://patents.google.com/patent/US9928342B1/en
US-9693724-B2,Method and system for assessment of cognitive function based on electronic device usage ,2017-07-04,https://patents.google.com/patent/US9693724B2/en
US-10956443-B2,System and method for enabling interoperability between a first knowledge base and a second knowledge base ,2021-03-23,https://patents.google.com/patent/US10956443B2/en
US-12014829-B2,Image processing and presentation techniques for enhanced proctoring sessions ,2024-06-18,https://patents.google.com/patent/US12014829B2/en
US-11288550-B2,"Data processing apparatus and method, recognition apparatus, learning data storage apparatus, machine learning apparatus, and program ",2022-03-29,https://patents.google.com/patent/US11288550B2/en
US-11195277-B2,Systems and methods for generating normative imaging data for medical image processing using deep learning ,2021-12-07,https://patents.google.com/patent/US11195277B2/en
US-11116587-B2,Timeline overlay on surgical video ,2021-09-14,https://patents.google.com/patent/US11116587B2/en
US-11275976-B2,Medical image assessment with classification uncertainty ,2022-03-15,https://patents.google.com/patent/US11275976B2/en
US-12040079-B2,"Medical image processing apparatus, medical image processing method and computer-readable medium ",2024-07-16,https://patents.google.com/patent/US12040079B2/en
US-11231705-B2,Methods for data monitoring with changeable routing of input channels ,2022-01-25,https://patents.google.com/patent/US11231705B2/en
US-10796221-B2,Deep learning architecture for automated image feature extraction ,2020-10-06,https://patents.google.com/patent/US10796221B2/en
US-10790056-B1,Methods and systems for syncing medical images across one or more networks and devices ,2020-09-29,https://patents.google.com/patent/US10790056B1/en
US-11813113-B2,Automated extraction of echocardiograph measurements from medical images ,2023-11-14,https://patents.google.com/patent/US11813113B2/en
US-10499857-B1,Medical protocol change in real-time imaging ,2019-12-10,https://patents.google.com/patent/US10499857B1/en
US-11342064-B2,Triage of patient medical condition based on cognitive classification of medical images ,2022-05-24,https://patents.google.com/patent/US11342064B2/en
US-7899764-B2,Medical ontologies for machine learning and decision support ,2011-03-01,https://patents.google.com/patent/US7899764B2/en
US-11715179-B2,Systems and methods for improving magnetic resonance imaging using deep learning ,2023-08-01,https://patents.google.com/patent/US11715179B2/en
US-10910099-B2,"Segmentation, landmark detection and view classification using multi-task learning ",2021-02-02,https://patents.google.com/patent/US10910099B2/en
US-11461664-B2,Methods and systems for an artificial intelligence alimentary professional support network for vibrant constitutional guidance ,2022-10-04,https://patents.google.com/patent/US11461664B2/en
US-11392856-B2,Methods and systems for an artificial intelligence support network for behavior modification ,2022-07-19,https://patents.google.com/patent/US11392856B2/en
US-10255997-B2,Medical analytics system ,2019-04-09,https://patents.google.com/patent/US10255997B2/en
US-11456080-B1,Adjusting disease data collection to provide high-quality health data to meet needs of different communities ,2022-09-27,https://patents.google.com/patent/US11456080B1/en
US-11322260-B1,Using predictive models to predict disease onset and select pharmaceuticals ,2022-05-03,https://patents.google.com/patent/US11322260B1/en
US-10595790-B2,Method and system for personalized non-invasive hemodynamic assessment of renal artery stenosis from medical images ,2020-03-24,https://patents.google.com/patent/US10595790B2/en
US-11403750-B2,Localization and classification of abnormalities in medical images ,2022-08-02,https://patents.google.com/patent/US11403750B2/en
US-11185231-B2,Intelligent multi-scale medical image landmark detection ,2021-11-30,https://patents.google.com/patent/US11185231B2/en
US-11404150-B2,System and method for processing medical claims using biometric signatures ,2022-08-02,https://patents.google.com/patent/US11404150B2/en
US-10104232-B2,System and method for a cognitive system plug-in answering subject matter expert questions ,2018-10-16,https://patents.google.com/patent/US10104232B2/en
US-11504011-B1,Early detection and prevention of infectious disease transmission using location data and geofencing ,2022-11-22,https://patents.google.com/patent/US11504011B1/en
US-11045271-B1,Robotic medical system ,2021-06-29,https://patents.google.com/patent/US11045271B1/en
US-10984905-B2,Artificial intelligence for physiological quantification in medical imaging ,2021-04-20,https://patents.google.com/patent/US10984905B2/en
US-11257579-B2,"Systems and methods for managing autoimmune conditions, disorders and diseases ",2022-02-22,https://patents.google.com/patent/US11257579B2/en
US-11423069-B2,Data structures for efficient storage and updating of paragraph vectors ,2022-08-23,https://patents.google.com/patent/US11423069B2/en
US-10931437-B2,System and method for healthcare security and interoperability ,2021-02-23,https://patents.google.com/patent/US10931437B2/en
US-11120895-B2,Systems and methods for mental health assessment ,2021-09-14,https://patents.google.com/patent/US11120895B2/en
US-10043591-B1,"System, server and method for preventing suicide ",2018-08-07,https://patents.google.com/patent/US10043591B1/en
US-11621077-B2,Methods and systems for using artificial intelligence to select a compatible element ,2023-04-04,https://patents.google.com/patent/US11621077B2/en
US-11348683-B2,System and method for processing medical claims ,2022-05-31,https://patents.google.com/patent/US11348683B2/en
US-11942194-B2,Systems and methods for mental health assessment ,2024-03-26,https://patents.google.com/patent/US11942194B2/en
US-11915819-B2,Methods and systems for multi-omic interventions ,2024-02-27,https://patents.google.com/patent/US11915819B2/en
US-9697556-B2,System and method of machine learning based user applications ,2017-07-04,https://patents.google.com/patent/US9697556B2/en
US-10115039-B2,Method and system for machine learning based classification of vascular branches ,2018-10-30,https://patents.google.com/patent/US10115039B2/en
US-11574075-B2,Distributed machine learning technique used for data analysis and data computation in distributed environment ,2023-02-07,https://patents.google.com/patent/US11574075B2/en
US-10818379-B2,Methods and systems for analyte information processing ,2020-10-27,https://patents.google.com/patent/US10818379B2/en
US-10750977-B2,Medical evaluation system and method using sensors in mobile devices ,2020-08-25,https://patents.google.com/patent/US10750977B2/en
US-11657912-B2,"Devices, systems, and their methods of use for evaluating and processing remuneration claims from third-party obligator ",2023-05-23,https://patents.google.com/patent/US11657912B2/en
US-10600204-B1,Medical environment bedsore detection and prevention system ,2020-03-24,https://patents.google.com/patent/US10600204B1/en
US-11711422-B1,Platform for data sharing of patient-generated real-world data from clinical trials ,2023-07-25,https://patents.google.com/patent/US11711422B1/en
US-11200483-B2,Machine learning method and apparatus based on weakly supervised learning ,2021-12-14,https://patents.google.com/patent/US11200483B2/en
US-11756667-B2,Decision support system for medical therapy planning ,2023-09-12,https://patents.google.com/patent/US11756667B2/en
US-10867385-B2,Systems and methods for segmentation of intra-patient medical images ,2020-12-15,https://patents.google.com/patent/US10867385B2/en
US-11468980-B2,Home testing data automatically changes insurance status ,2022-10-11,https://patents.google.com/patent/US11468980B2/en
US-11004010-B2,Processing real-time processing requests using machine learning models ,2021-05-11,https://patents.google.com/patent/US11004010B2/en
US-11944385-B2,Systems and methods for medical image analysis ,2024-04-02,https://patents.google.com/patent/US11944385B2/en
US-11918333-B2,Method and system to assess disease using phase space tomography and machine learning ,2024-03-05,https://patents.google.com/patent/US11918333B2/en
US-10930395-B2,System for surgical decisions using deep learning ,2021-02-23,https://patents.google.com/patent/US10930395B2/en
US-11748881-B2,Deep learning based instance segmentation via multiple regression layers ,2023-09-05,https://patents.google.com/patent/US11748881B2/en
US-11734025-B2,Configurable action generation for a remote network management platform ,2023-08-22,https://patents.google.com/patent/US11734025B2/en
US-10734115-B1,Clinical decision support for sepsis ,2020-08-04,https://patents.google.com/patent/US10734115B1/en
US-10970365-B2,System and method for medical image interpretation ,2021-04-06,https://patents.google.com/patent/US10970365B2/en
US-11679268-B2,Multi-tier prediction of cardiac tachyarrythmia ,2023-06-20,https://patents.google.com/patent/US11679268B2/en
US-11164346-B2,Posterior image sampling to detect errors in medical imaging ,2021-11-02,https://patents.google.com/patent/US11164346B2/en
US-10504020-B2,System and method for applying a deep learning neural network to data obtained from one or more sensors ,2019-12-10,https://patents.google.com/patent/US10504020B2/en
US-11450434-B2,Implementation of machine-learning based query construction and pattern identification through visualization in user interfaces ,2022-09-20,https://patents.google.com/patent/US11450434B2/en
US-11463299-B2,Ranking alerts based on network monitoring ,2022-10-04,https://patents.google.com/patent/US11463299B2/en
US-11967074-B2,Method and system for computer-aided triage ,2024-04-23,https://patents.google.com/patent/US11967074B2/en
US-10096107-B2,Intelligent medical image landmark detection ,2018-10-09,https://patents.google.com/patent/US10096107B2/en
US-10929193-B2,Methods and systems for automated monitoring and control of adherence parameters ,2021-02-23,https://patents.google.com/patent/US10929193B2/en
US-11694777-B2,Systems and methods for automatic bias monitoring of cohort models and un-deployment of biased models ,2023-07-04,https://patents.google.com/patent/US11694777B2/en
US-10853449-B1,Report formatting for automated or assisted analysis of medical imaging data and medical diagnosis ,2020-12-01,https://patents.google.com/patent/US10853449B1/en
US-10319476-B1,"System, method and device for predicting an outcome of a clinical patient transaction ",2019-06-11,https://patents.google.com/patent/US10319476B1/en
US-11100643-B2,Training strategy search using reinforcement learning ,2021-08-24,https://patents.google.com/patent/US11100643B2/en
US-11170445-B2,Systems and methods for allocating resources using information technology infrastructure ,2021-11-09,https://patents.google.com/patent/US11170445B2/en
US-10856807-B2,"System and method for analyzing items using image recognition, optical character recognition, voice recognition, manual entry, and bar code scanning technology ",2020-12-08,https://patents.google.com/patent/US10856807B2/en
US-11672446-B2,Insulin delivery recommendations based on nutritional information ,2023-06-13,https://patents.google.com/patent/US11672446B2/en
US-10679345-B2,Automatic contour annotation of medical images based on correlations with medical reports ,2020-06-09,https://patents.google.com/patent/US10679345B2/en
US-10912615-B2,"Architecture, system, and method for developing and robotically performing a medical procedure activity ",2021-02-09,https://patents.google.com/patent/US10912615B2/en
US-11322248-B2,"Operating room black-box device, system, method and computer readable medium for event and error prediction ",2022-05-03,https://patents.google.com/patent/US11322248B2/en
US-11625850-B2,System for guiding medically invasive devices relative to other medical devices via image processing ,2023-04-11,https://patents.google.com/patent/US11625850B2/en
US-10607393-B2,Consistent 3D rendering in medical imaging ,2020-03-31,https://patents.google.com/patent/US10607393B2/en
US-10825167-B2,Rapid assessment and outcome analysis for medical patients ,2020-11-03,https://patents.google.com/patent/US10825167B2/en
US-11246520-B2,Using heartrate information to classify PTSD ,2022-02-15,https://patents.google.com/patent/US11246520B2/en
US-11664125-B2,System and method for deep learning based cardiac electrophysiology model personalization ,2023-05-30,https://patents.google.com/patent/US11664125B2/en
US-11361243-B2,"Recommending machine learning techniques, features, and feature relevance scores ",2022-06-14,https://patents.google.com/patent/US11361243B2/en
US-9817949-B2,Text based prediction of psychological cohorts ,2017-11-14,https://patents.google.com/patent/US9817949B2/en
US-11380436-B2,Workflow predictive analytics engine ,2022-07-05,https://patents.google.com/patent/US11380436B2/en
US-11734770-B2,Using a distributed ledger to determine fault in subrogation ,2023-08-22,https://patents.google.com/patent/US11734770B2/en
US-10939806-B2,Systems and methods for optical medical instrument patient measurements ,2021-03-09,https://patents.google.com/patent/US10939806B2/en
US-10891694-B1,Using vehicle mode for subrogation on a distributed ledger ,2021-01-12,https://patents.google.com/patent/US10891694B1/en
US-11877830-B2,Machine learning health analysis with a mobile device ,2024-01-23,https://patents.google.com/patent/US11877830B2/en
US-11302416-B2,Machine learning for somatic single nucleotide variant detection in cell-free tumor nucleic acid sequencing applications ,2022-04-12,https://patents.google.com/patent/US11302416B2/en
US-12079714-B2,Methods and systems for an artificial intelligence advisory system for textual analysis ,2024-09-03,https://patents.google.com/patent/US12079714B2/en
US-11908019-B2,Evidence oracles ,2024-02-20,https://patents.google.com/patent/US11908019B2/en
US-10990851-B2,Method and device for performing transformation-based learning on medical image ,2021-04-27,https://patents.google.com/patent/US10990851B2/en
US-11358277-B2,Robot system and control method of the same ,2022-06-14,https://patents.google.com/patent/US11358277B2/en
US-11037676-B2,Healthcare facility patient and visitor experience management and optimization ,2021-06-15,https://patents.google.com/patent/US11037676B2/en
US-8949082-B2,Healthcare information technology system for predicting or preventing readmissions ,2015-02-03,https://patents.google.com/patent/US8949082B2/en
US-10452816-B2,Method and system for patient engagement ,2019-10-22,https://patents.google.com/patent/US10452816B2/en
US-11688505-B2,Methods and systems for generating a supplement instruction set using artificial intelligence ,2023-06-27,https://patents.google.com/patent/US11688505B2/en
US-12068078-B2,Methods and systems for an artificial intelligence alimentary professional support network for vibrant constitutional guidance ,2024-08-20,https://patents.google.com/patent/US12068078B2/en
US-11523771-B1,Audio assessment for analyzing sleep trends using machine learning techniques ,2022-12-13,https://patents.google.com/patent/US11523771B1/en
US-10728126-B2,Personalization of alerts based on network monitoring ,2020-07-28,https://patents.google.com/patent/US10728126B2/en
US-12046358-B2,"Configuration of the display settings and displayed information based on the recognition of the user(s) and awareness of procedure, location or usage ",2024-07-23,https://patents.google.com/patent/US12046358B2/en
US-11883157-B2,"System, sensor and method for monitoring health related aspects of a patient ",2024-01-30,https://patents.google.com/patent/US11883157B2/en
US-11838365-B1,Patient engagement with clinical trial participants through actionable insights and customized health information ,2023-12-05,https://patents.google.com/patent/US11838365B1/en
US-10910106-B2,Personalized health care wearable sensor system ,2021-02-02,https://patents.google.com/patent/US10910106B2/en
US-11696729-B2,Systems and methods for image data acquisition ,2023-07-11,https://patents.google.com/patent/US11696729B2/en
US-11633103-B1,Automatic in-home senior care system augmented with internet of things technologies ,2023-04-25,https://patents.google.com/patent/US11633103B1/en
US-11379516-B2,Similar medical image search ,2022-07-05,https://patents.google.com/patent/US11379516B2/en
US-11783193-B2,Context and state aware treatment room efficiency ,2023-10-10,https://patents.google.com/patent/US11783193B2/en
US-11342051-B1,Infectious disease monitoring using location information and surveys ,2022-05-24,https://patents.google.com/patent/US11342051B1/en
US-11663607-B2,Machine-learning based systems and methods for generating an ordered listing of objects for a particular user ,2023-05-30,https://patents.google.com/patent/US11663607B2/en
US-11756693-B2,Medical assessment based on voice ,2023-09-12,https://patents.google.com/patent/US11756693B2/en
US-11227688-B2,Interface for patient-provider conversation and auto-generation of note or summary ,2022-01-18,https://patents.google.com/patent/US11227688B2/en
US-10210613-B2,Multiple landmark detection in medical images based on hierarchical feature learning and end-to-end training ,2019-02-19,https://patents.google.com/patent/US10210613B2/en
US-11748555-B2,Systems and methods for machine content generation ,2023-09-05,https://patents.google.com/patent/US11748555B2/en
US-11188791-B2,Anonymizing data for preserving privacy during use for federated machine learning ,2021-11-30,https://patents.google.com/patent/US11188791B2/en
US-11328365-B2,Systems and methods for insurance fraud detection ,2022-05-10,https://patents.google.com/patent/US11328365B2/en
US-10206646-B2,Method and system for extracting centerline representation of vascular structures in medical images via optimal paths in computational flow fields ,2019-02-19,https://patents.google.com/patent/US10206646B2/en
US-9750450-B2,"Method, electronic apparatus, and computer readable medium of constructing classifier for skin-infection detection ",2017-09-05,https://patents.google.com/patent/US9750450B2/en
US-11748411-B2,Cognitive session graphs including blockchains ,2023-09-05,https://patents.google.com/patent/US11748411B2/en
US-11335455-B2,"Method for managing annotation job, apparatus and system supporting the same ",2022-05-17,https://patents.google.com/patent/US11335455B2/en
US-11978555-B2,Wearable electronic device and system using low-power cellular telecommunication protocols ,2024-05-07,https://patents.google.com/patent/US11978555B2/en
US-11631016-B2,Hierarchical topic machine learning operation ,2023-04-18,https://patents.google.com/patent/US11631016B2/en
US-10997508-B2,Cognitive machine learning architecture ,2021-05-04,https://patents.google.com/patent/US10997508B2/en
US-11755933-B2,Ranked insight machine learning operation ,2023-09-12,https://patents.google.com/patent/US11755933B2/en
US-11589924-B2,Non-invasive assessment and therapy guidance for coronary artery disease in diffuse and tandem lesions ,2023-02-28,https://patents.google.com/patent/US11589924B2/en
US-11328796-B1,Techniques for selecting cohorts for decentralized clinical trials for pharmaceutical research ,2022-05-10,https://patents.google.com/patent/US11328796B1/en
US-11373304-B2,Medical analysis method for predicting metastases in a test tissue sample ,2022-06-28,https://patents.google.com/patent/US11373304B2/en
US-11586825-B2,Geolocation pathogen-risk assessment with pandemic-bio-surveillance multi pathogen systems ,2023-02-21,https://patents.google.com/patent/US11586825B2/en
US-9332953-B2,Supervised machine learning technique for reduction of radiation dose in computed tomography imaging ,2016-05-10,https://patents.google.com/patent/US9332953B2/en
US-11462318-B2,Method and system for computer-aided triage of stroke ,2022-10-04,https://patents.google.com/patent/US11462318B2/en
US-10813601-B2,"Medical image processing apparatus, medical image processing method, computer-readable medical-image processing program, moving-object tracking apparatus, and radiation therapy system ",2020-10-27,https://patents.google.com/patent/US10813601B2/en
US-11967434-B2,Systems and methods for multi-dimensional fluid modeling of an organism or organ ,2024-04-23,https://patents.google.com/patent/US11967434B2/en
US-10930386-B2,Automated normality scoring of echocardiograms ,2021-02-23,https://patents.google.com/patent/US10930386B2/en
US-11568285-B2,Systems and methods for identification and management of compliance-related information associated with enterprise it networks ,2023-01-31,https://patents.google.com/patent/US11568285B2/en
US-11967072-B2,Three-dimensional object segmentation of medical images localized with object detection ,2024-04-23,https://patents.google.com/patent/US11967072B2/en
US-11101032-B2,Searching a medical reference image ,2021-08-24,https://patents.google.com/patent/US11101032B2/en
US-10885400-B2,Classification based on annotation information ,2021-01-05,https://patents.google.com/patent/US10885400B2/en
US-12014289-B2,Artificial intelligence and/or virtual reality for activity optimization/personalization ,2024-06-18,https://patents.google.com/patent/US12014289B2/en
US-11484243-B2,Portable Alzheimer detector ,2022-11-01,https://patents.google.com/patent/US11484243B2/en
US-10667689-B2,"Systems, methods, and computer-readable media for patient image analysis to identify new diseases ",2020-06-02,https://patents.google.com/patent/US10667689B2/en
US-9811886-B2,"Image processing apparatus, medical imaging apparatus, and image processing method ",2017-11-07,https://patents.google.com/patent/US9811886B2/en
US-11755934-B2,Method for performing a cognitive learning lifecycle operation ,2023-09-12,https://patents.google.com/patent/US11755934B2/en
US-12070354-B2,Methods and system for detecting medical imaging scan planes using probe position feedback ,2024-08-27,https://patents.google.com/patent/US12070354B2/en
US-11429889-B2,Evaluating unsupervised learning models ,2022-08-30,https://patents.google.com/patent/US11429889B2/en
US-11488701-B2,Cognitive health state learning and customized advice generation ,2022-11-01,https://patents.google.com/patent/US11488701B2/en
US-11928570-B2,Artificial intelligence methods and systems for generation and implementation of alimentary instruction sets ,2024-03-12,https://patents.google.com/patent/US11928570B2/en
US-10755140-B2,Classification based on annotation information ,2020-08-25,https://patents.google.com/patent/US10755140B2/en
US-12053242-B2,Three-dimensional selective bone matching ,2024-08-06,https://patents.google.com/patent/US12053242B2/en
US-10607114-B2,Trained generative network for lung segmentation in medical imaging ,2020-03-31,https://patents.google.com/patent/US10607114B2/en
US-11633169-B2,Apparatus for AI-based automatic ultrasound diagnosis of liver steatosis and remote medical diagnosis method using the same ,2023-04-25,https://patents.google.com/patent/US11633169B2/en
US-10483006-B2,"Learning based methods for personalized assessment, long-term prediction and management of atherosclerosis ",2019-11-19,https://patents.google.com/patent/US10483006B2/en
US-11646119-B2,Systems and methods for automated analysis of medical images ,2023-05-09,https://patents.google.com/patent/US11646119B2/en
US-10922816-B2,Medical image segmentation from raw data using a deep attention neural network ,2021-02-16,https://patents.google.com/patent/US10922816B2/en
US-10614597-B2,Method and data processing unit for optimizing an image reconstruction algorithm ,2020-04-07,https://patents.google.com/patent/US10614597B2/en
US-11849265-B2,Intelligent subsystem ,2023-12-19,https://patents.google.com/patent/US11849265B2/en
US-11250569-B2,Systems and methods for functional imaging follow-up evaluation using deep neural network ,2022-02-15,https://patents.google.com/patent/US11250569B2/en
US-11389130-B2,System and methods for fast computation of computed tomography based fractional flow reserve ,2022-07-19,https://patents.google.com/patent/US11389130B2/en
US-10426359-B2,Methods and systems for arrhythmia tracking and scoring ,2019-10-01,https://patents.google.com/patent/US10426359B2/en
US-9754371-B2,Multi modality brain mapping system (MBMS) using artificial intelligence and pattern recognition ,2017-09-05,https://patents.google.com/patent/US9754371B2/en
US-10468131-B2,Remotely-executed medical diagnosis and therapy including emergency automation ,2019-11-05,https://patents.google.com/patent/US10468131B2/en
US-11723541-B2,"Diagnostic method, method for validation of diagnostic method, and treatment method ",2023-08-15,https://patents.google.com/patent/US11723541B2/en
US-11517235-B2,Machine differentiation of abnormalities in bioelectromagnetic fields ,2022-12-06,https://patents.google.com/patent/US11517235B2/en
US-11776246-B2,Method and system for identifying biometric characteristics using machine learning techniques ,2023-10-03,https://patents.google.com/patent/US11776246B2/en
US-10685429-B2,Denoising medical images by learning sparse image representations with a deep unfolding approach ,2020-06-16,https://patents.google.com/patent/US10685429B2/en
US-10791938-B2,Smartglasses for detecting congestive heart failure ,2020-10-06,https://patents.google.com/patent/US10791938B2/en
US-11074482-B2,Classification and localization based on annotation information ,2021-07-27,https://patents.google.com/patent/US11074482B2/en
US-10943683-B2,Measuring representational motions in a medical context ,2021-03-09,https://patents.google.com/patent/US10943683B2/en
US-10223501-B1,"Systems and methods for tracking, monitoring, and standardizing molecular and diagnostic testing products and services ",2019-03-05,https://patents.google.com/patent/US10223501B1/en
US-9373087-B2,Decision tree training in machine learning ,2016-06-21,https://patents.google.com/patent/US9373087B2/en
US-11132370-B2,Generating answer variants based on tables of a corpus ,2021-09-28,https://patents.google.com/patent/US11132370B2/en
US-10688867-B2,Vehicular medical assistant ,2020-06-23,https://patents.google.com/patent/US10688867B2/en
US-10085707-B2,"Medical image information system, medical image information processing method, and program ",2018-10-02,https://patents.google.com/patent/US10085707B2/en
US-11775932-B2,High fidelity clinical documentation improvement (CDI) smart scoring systems and methods ,2023-10-03,https://patents.google.com/patent/US11775932B2/en
US-11392962-B2,Systems and methods for managing information technology infrastructure to generate a dynamic interface ,2022-07-19,https://patents.google.com/patent/US11392962B2/en
US-10496884-B1,Transformation of textbook information ,2019-12-03,https://patents.google.com/patent/US10496884B1/en
US-11455723-B2,Second reader suggestion ,2022-09-27,https://patents.google.com/patent/US11455723B2/en
US-11551353-B2,Content based image retrieval for lesion analysis ,2023-01-10,https://patents.google.com/patent/US11551353B2/en
US-11337643-B2,Machine learning systems and techniques for multispectral amputation site analysis ,2022-05-24,https://patents.google.com/patent/US11337643B2/en
US-11227683-B2,Methods and systems for characterizing anatomical features in medical images ,2022-01-18,https://patents.google.com/patent/US11227683B2/en
US-11234644-B2,Monitoring and determining the state of health of a user ,2022-02-01,https://patents.google.com/patent/US11234644B2/en
US-11699102-B2,System and method for multiclass classification of images using a programmable light source ,2023-07-11,https://patents.google.com/patent/US11699102B2/en
US-11705226-B2,Data based cancer research and treatment systems and methods ,2023-07-18,https://patents.google.com/patent/US11705226B2/en
US-10346454-B2,System and method for automated multi-dimensional network management ,2019-07-09,https://patents.google.com/patent/US10346454B2/en
US-11977998-B2,Surgical workflow support system ,2024-05-07,https://patents.google.com/patent/US11977998B2/en
US-11948298-B2,System to collect and identify medical conditions from images and expert knowledge ,2024-04-02,https://patents.google.com/patent/US11948298B2/en
US-12076175-B2,"Systems, methods, and devices for medical image analysis, diagnosis, risk stratification, decision making and/or disease tracking ",2024-09-03,https://patents.google.com/patent/US12076175B2/en
US-11062467-B2,Medical image registration guided by target lesion ,2021-07-13,https://patents.google.com/patent/US11062467B2/en
US-10726346-B2,System for performing compliance operations using cognitive blockchains ,2020-07-28,https://patents.google.com/patent/US10726346B2/en
US-11551044-B2,Classification in hierarchical prediction domains ,2023-01-10,https://patents.google.com/patent/US11551044B2/en
US-10719771-B2,Method for cognitive information processing using a cognitive blockchain architecture ,2020-07-21,https://patents.google.com/patent/US10719771B2/en
US-10726342-B2,Cognitive information processing using a cognitive blockchain architecture ,2020-07-28,https://patents.google.com/patent/US10726342B2/en
US-11984206-B2,Automated extraction of structured labels from medical text using deep convolutional networks and use thereof to train a computer vision model ,2024-05-14,https://patents.google.com/patent/US11984206B2/en
US-11998336-B2,Systems and methods for assessing user physiology based on eye tracking data ,2024-06-04,https://patents.google.com/patent/US11998336B2/en
US-10621511-B2,Method for using hybrid blockchain data architecture within a cognitive environment ,2020-04-14,https://patents.google.com/patent/US10621511B2/en
US-11205306-B2,Augmented reality medical diagnostic projection ,2021-12-21,https://patents.google.com/patent/US11205306B2/en
US-11894141-B2,"Network for medical image analysis, decision support system, and related graphical user interface (GUI) applications ",2024-02-06,https://patents.google.com/patent/US11894141B2/en
US-10621510-B2,Hybrid blockchain data architecture for use within a cognitive environment ,2020-04-14,https://patents.google.com/patent/US10621510B2/en
US-11520322-B2,Manufacturing optimization using a multi-tenant machine learning platform ,2022-12-06,https://patents.google.com/patent/US11520322B2/en
US-11495355-B2,"Method, system and computer-readable media for treatment plan risk analysis ",2022-11-08,https://patents.google.com/patent/US11495355B2/en
US-11593631-B2,Explainable transducer transformers ,2023-02-28,https://patents.google.com/patent/US11593631B2/en
US-10084805-B2,Computer system to identify anomalies based on computer-generated results ,2018-09-25,https://patents.google.com/patent/US10084805B2/en
